text,user
"b""ShaunKing but please don't forget to watch his documentary on prison reform. This individual doesn't seem to get it that #blacklivesmatter""",WeLoveJillStein
b'The latest Hands Up Dont Shoot Daily #ICantBreathe #BlackLivesMatter #Ferguson #Bospoli! https://t.co/ewTFvLsn8y Thanks to @NAACP_LDF',HubNews1
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",Youngandsosad
"b""RT @BlackNewsOutlet: We'll stop saying #BlackLivesMatter when America starts acting like they do. https://t.co/rzWA8XhQpN""",assangistan
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',aussiedinah
"b""Harvey Weinstein urged Clinton campaign to silence Sanders's #BlackLivesMatter message https://t.co/3gcu3dy69o by @ZaidJilani""",WendyPrince2
"b""RT @andieiamwhoiam: Trenton Trevon Lovell , Barack's boy-mugshot.  Executed a police officer because Barack told #BlackLivesMatter thugs to\xe2\x80\xa6""",I_am_Deplorable
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',Thatskelvo_atqb
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",fooblued
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',LaughoutLauren
"b'RT @CarlosNotWeird: I saw nothing of this on fox, or CNN like I saw France, but over 800 dead after hurricane in Haiti \xf0\x9f\x87\xad\xf0\x9f\x87\xb9 #PrayForHaiti #Bl\xe2\x80\xa6'",DreamingXSehun
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",moniquedhooghe
"b""RT @thelongweeknd: I've never heard silence speak such volumes. #blacklivesmatter #BlackMindsMatter #utsa @UTSA_NAACP https://t.co/NWQiypBO\xe2\x80\xa6""",sarahajenin
"b""but isn't yalls response to us saying #blacklivesmatter always something about chicago? please choose a side https://t.co/wb2yrpDrDo""",_who___cares_
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',BreLMurray
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',sashagradd
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',JordyHeat
"b'RT @__dahc: .@13THFilm has me in tears, sick to my stomach, and ready to take action- all at the same time. Thank you @AVAETC! \xe2\x9c\x8a\xf0\x9f\x8f\xbe #blackliv\xe2\x80\xa6'",uberFench
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',MsftTeee
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',iamtoojazzy
"b'All ""All lives matter"" supporters should have to watch 13th, and let\'s see if they can still say that all lives matter...#blacklivesmatter\xe2\x9c\x8a\xf0\x9f\x8f\xbd'",klbergan
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',MyDudePolo
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',ImanitheOG
b'RT @Shelby14_02: @IrrelevantBryan @NorthSTLCounty @MyDesert FUCK #BlackLivesMatter',NorthSTLCounty
b'RT @BadgoyNSF: #BlackLivesMatter  protestors in #London hand out race-hate punishment beating to White homeless vet\n#WhiteGenocide\nhttps://\xe2\x80\xa6',56Jacket
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',DNTDGURL
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",_dom3nico
"b""RT @SK8TER_G1RL: u BEST believe my lack toast in taller ants is cured after Ben n Jerry's blacklivesmatter post https://t.co/R8IMAyEmdP""",andyagodoy
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',n__elysian
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',adah905
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',chill_alvin
"b'@SaucyKix Yawwwwwwwwn, you bore me.  #blacklivesmatter bores me.'",Whoeverisayiam8
"b""RT @TheHorseSayz: Harvey Weinstein urged Clinton campaign to silence Sanders's #BlackLivesMatter message \nhttps://t.co/OumdA82CeB by @ZaidJ\xe2\x80\xa6""",mariluna329
b'Mandatory viewing. Brilliant. Eye-opening. May it provoke conversation and action #blacklivesmatter https://t.co/lTcfSs3JGd',ArielFoxman
"b""RT @ajplus: Race had everything to do with the U.S. military's secret chemical experiments. #BlackLivesMatter https://t.co/uDccbrK1YP""",sr_20ADB
b'RT @andieiamwhoiam: The third officer died.  Dear God.  Barack did this.  Media did this. #BlackLivesMatter terrorists did this. Only TRUMP\xe2\x80\xa6',JudithAnnDe
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',Leek_NRG
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',kathexinx
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',jaaymoney___
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",TouchOfMyHand
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',ChildOfTheTribe
"b""RT @simpingNpimping: Don't Touch My Hair - @solangeknowles X I Am Not My Hair - @indiaarie \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe #ASeatAtTheTable #blacklivesmatter https://t.\xe2\x80\xa6""",_aishashakur
b'RT @EstFoundations: A demonstration \xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf#BlackLivesMatter #UNCC #KeithScott https://t.co/cRhqgvpITO',mrmcmonie
"b""'@chancetherapper let's work (NoDiss) #Blacklivesmatter @tip Let's work\nhttps://t.co/HJwsIXEdcf\nhttps://t.co/uEMgtuawK9'""",mAndapeee
"b""'@chancetherapper let's work (NoDiss) #Blacklivesmatter @tip Let's work\nhttps://t.co/MxAtfbyJuD\nhttps://t.co/kAu9vPQvMm'""",streetkode
b'#BlackLivesMatter. Choosing to be silent in the face of such injustice is not an option. https://t.co/Wx376p912o via @benandjerrys',nwillia1_YWCPA
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',very_Rolle
"b""Anyone else loving the message in Solange's new album? #blacklivesmatter #harlowf16""",Annalisebb
b'RT @relombardo3: Harvey Weinstein Urged Clinton Campaign 2 Silence Sanders\xe2\x80\x99s #BlackLivesMatter Message #Divide&amp;Conquer or #Solidarity\nhttps\xe2\x80\xa6',greggo1685
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",jminaaj
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",igmcdizzy
"b""RT @CerromeRussell: Ben and Jerry's for #Blacklivesmatter https://t.co/A4h5XUYuXg""",tinycranberry
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',BrianaShelice
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",AnNisaEBJ
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',Jamal_Garcia
"b""RT @ArabsForBernie: @ShaunKing but please don't forget to watch his documentary on prison reform. This individual doesn't seem to get it th\xe2\x80\xa6""",burberryant
"b""RT @BleepThePolice: Wow. Hadn't thought of it that way but that's exactly what is happening. So true.\n#BlackLivesMatter https://t.co/ACxots\xe2\x80\xa6""",shvwtyyy__
b'RT @jaykaos: Earlier today.. ! #BLM #BlackLivesMatter #Pasadena #LosAngeles #Protest #HandsUpDontShoot https://t.co/u5euWYNL87',imnotdest
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',kingjas_
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',tLKwoods
"b""RT @deborahm657: We won't be silent tho. Never again! #BlackLivesMatter https://t.co/6HdvfQqCnM""",McCannaVicki_LV
"b""RT @Jellybeannose16: I read this recently and it really sums up #blacklivesmatter perfectly, and why it's not #alllivesmatter.\n\nhttps://t.c\xe2\x80\xa6""",dijah_abushagur
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',Flames_Baldwin
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',TaydeRubalcaba
"b""@ShaunKing but please don't forget to watch his documentary on prison reform. This individual doesn't seem to get it that #blacklivesmatter""",ArabsForBernie
b'The members of the #NCAT Blue and Gold Marching Machine stand with #BlackLivesMatter https://t.co/tjPamoyVkl',CoolGuySomar
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",BasedAlgerian
"b'RT @__dahc: .@13THFilm has me in tears, sick to my stomach, and ready to take action- all at the same time. Thank you @AVAETC! \xe2\x9c\x8a\xf0\x9f\x8f\xbe #blackliv\xe2\x80\xa6'",BeingMe_love17
b'RT @BlackToLive: How much more time will it take for white America to understand?\n\n#BlackToLive #BlackLivesMatter https://t.co/cB4Q2TU1jk',SMF3511
b'RT @joiyalanae: Attention Skyline eagles!! If anyone would like to purchase a #BlackLivesMatter shirt please Dm me or contact Mereyah Wisem\xe2\x80\xa6',TheLuckyLefty05
"b""RT @ajplus: Race had everything to do with the U.S. military's secret chemical experiments. #BlackLivesMatter https://t.co/uDccbrK1YP""",spookyvirgino
b'RT @AWKWORDrap: For People Who Value Hip Hop But Not Black Lives \n\nhttps://t.co/Y6nJq3uYZx\n\nby @rasheenacharee for @HuffPostBlog\n\n#HipHop #\xe2\x80\xa6',rasheenacharee
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",No2oppression
"b""RT @DavidRomeiPHD: American #police &amp; #UK police.  Believe me, #Guns kill.  No deadly police shooting in #UK for two years. 1000's in USA.\xe2\x80\xa6""",vancouverboomer
"b""RT @fifthwavefem: I agree, @aurabogado. Hurricanes should definitely be renamed 'HurriKKKanes' #BlackLivesMatter https://t.co/poLHeiUXfn""",ongle
"b""RT @ladygaga: Paul O'neal. #BlackLivesMatter How many children must we lose b4 our justice system does something? #Chicago #USA https://t.c\xe2\x80\xa6""",bornthisg4y
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',sesenk_
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",Krilarkevjam
"b""It's a rainy Sunday afternoon and I feel like going on a rant. Today's topic is gonna be #BlackLivesMatter""",McTako
"b""RT @LukeAllenGale: #blacklivesmatter #strongertogether Young South African's believing in better education &amp; opportunity for all https://t.\xe2\x80\xa6""",ghostcatbce
"b'RT @bluelighttv: .@brianefallon any comment on Robby Mook conspiring to ""silence"" Erica Garner @es_snipes #BlackLivesMatter #BLM #PodestaEm\xe2\x80\xa6'",TamelaEllis4
b'RT @JuanCarlosAltas: When different movements come together! #fourdirections #blacklivesmatter @BLM5280 #AbolishColumbusDay #IndigenousPeop\xe2\x80\xa6',pmawhorter
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',Aliens68
"b""@joiyalanae Are they soft? Wouldn't want it scratching my asshole when I wipe. #blacklivesmatter. We think it's a game. We think it's a joke""",Whoeverisayiam8
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',pesolette_
"b""RT @spoopykittten: ben &amp; jerry's on #BlackLivesMatter https://t.co/Fi4nYmyYJO""",JustMeBiiish
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",tessfeb
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',MyLifeAsTra
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',FreshJacobs
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",ArabsForBernie
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",zoey_camille
b'The #NFL has lower ratings? Election? Or is it because they support #Beyonce who supports #BlackLivesMatter which is a #terrorist org',Charmand3r_RAWR
"b'Not again \xe2\x98\xb9 #blacklivesmatter #palmspringspd\xf0\x9f\x91\xae\xf0\x9f\x8f\xbc\xf0\x9f\x91\xae\xf0\x9f\x8f\xbc\xe2\x80\x8d @ Whistler, Canada https://t.co/eFzlfu5euw'",PlanetTony425
b'RT @Schiffon: #BlackLivesMatter Targets The Tax Code @PoliticsPeach @SocialIssueNews #ImWithJill #OurRevolution https://t.co/WNMLpy7B6z',Kwayylo
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',cancanberry
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",SaveMain_St
"b""RT @KushPapii: So sad that an anthem makes you upset but human death doesn't bother you . #BlackLivesMatter https://t.co/capks8frPH""",_destinymonaaee
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",carlsey_w
"b'RT @LJSpagnoli: NFL tries to reassure teams that #BlackLivesMatter, anthem protests have nothing to do with TV ratings drop @FoxNews https:\xe2\x80\xa6'",TomOrr777
"b""@AVAETC THANKU 4 #13TH IT'S EYE-OPENING&amp;INFORMATIVE WE'VE BEEN THROUGH ALOT WE NEED 2KNOW OUR HISTORY 2CHANGE OUR FUTURE #BLACKLIVESMATTER \xf0\x9f\x92\x94""",BeingMe_love17
"b""RT @spoopykittten: ben &amp; jerry's on #BlackLivesMatter https://t.co/Fi4nYmyYJO""",SelishaPender
"b""@NMSportster @restorationtour I assume you don't care about refugees, right? you care about Americans. Probably don't like #blacklivesmatter""",andrewslack
b'RT @CapitalMoments: Ice cream firm @BenandJerrys publicly stand with the #blacklivesmatter\xc2\xa0 movement.\n\nSo Twitter offered suggestions for #\xe2\x80\xa6',DublinAlfred
b'White man been mad ever since \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xe2\x9c\x8a#BlackLivesMatter #hiphopdugout #hhdo #tagafriend https://t.co/TXkpkbuuMX',HIPHOPDUGOUT1
b'RT @ShaneClaiborne: In case you needed yet another reason to eat some @benandjerrys ice cream...\n#BenAndJerrysNewFlavor\n#BlackLivesMatter\xe2\x80\xa6',stugio
"b""RT @DrJillStein: Police brutality has been publicized thanks to modern technology. Now that we see it, let's end it. #BlackLivesMatter http\xe2\x80\xa6""",POLS252
"b""RT @NiecysUnknown: This Is A Grandmother From Detroit Decorations For #Halloween. This Is Her Horror. This Is What's Scary To Her. \n#BlackL\xe2\x80\xa6""",ajackieherrera
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",whornist
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',_IGotTheDoorTor
"b""@Whoeverisayiam8 first off get this fake ass account out of here I see you can't be yourself \xf0\x9f\xa4\x94 must be racist #BlackLivesMatter""",SaucyKix
"b'NFL tries to reassure teams that #BlackLivesMatter, anthem protests have nothing to do with TV ratings drop @FoxNews https://t.co/4pPhy5yeUU'",LJSpagnoli
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',Labialeden
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',MacRitter_
"b""RT @spoopykittten: ben &amp; jerry's on #BlackLivesMatter https://t.co/Fi4nYmyYJO""",__Terenceeeee
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',_HiphopFiend
b'RT @_blxckgold_: when @benandjerrys is pro #blacklivesmatter \xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf',_Joyyee
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',VERCETTll
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',Intricateizzy
"b""RT @cd5762: #BlackLivesMatter\n#TrumpDropOUT\n#TrumpTapes\n\nWell... I Guess I better Update My Tic-Tac's.... https://t.co/ojmBFYLC1s""",terileemcclain
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",royalpayno
b'Racism. Is. Killing. Black. People. #BlackLivesMatter #WhiteCoats4BlackLives #SDoH https://t.co/H24QxeJ2N2 via @RheaBoydMD',NanouTheNomad
"b""RT @CerromeRussell: Ben and Jerry's for #Blacklivesmatter https://t.co/A4h5XUYuXg""",diorvlexis
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',isaiahbravoo
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',thenamesastrid
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',delisaaaaaa
b'U canHaveHer #democrats #DemocratParty #BlackLivesMatter #Patriot #USA #GOP #TCOT #Trumppence #TrumpsArmy #MAGA\xe2\x80\xa6 https://t.co/3zISgAYdNy',iluvspringtime
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',maahjung
"b'RT @sassycrass: Get your ""#BlackLivesMatter is not a radical statement"" tees heeeeeeeere! https://t.co/8wDLbWqxHK'",Ehidebamen
"b""RT @BlackNewsOutlet: We'll stop saying #BlackLivesMatter when America starts acting like they do. https://t.co/rzWA8XhQpN""",BROTHAWEX
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',earth2C0urtney
b'RT @AchaFlocka: And S/O to @benandjerrys for speaking out against the racial injustices in America. \n\n#BlackLivesMatter',courtneyjahenry
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',diorvlexis
b'Supporting the brands that support #blacklivesmatter #benandjerrys @benandjerrys #icecream https://t.co/4fsIDXVd5p',Tedi17
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',rachael_firefly
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',Seth_Booiii
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",brookekschone
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',Falsebeauty__
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',DoubleD_LARSINY
"b""RT @simpingNpimping: Don't Touch My Hair - @solangeknowles X I Am Not My Hair - @indiaarie \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe #ASeatAtTheTable #blacklivesmatter https://t.\xe2\x80\xa6""",_queenofcurlz
"b""RT @simpingNpimping: Don't Touch My Hair - @solangeknowles X I Am Not My Hair - @indiaarie \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe #ASeatAtTheTable #blacklivesmatter https://t.\xe2\x80\xa6""",carakillaa
"b""RT @joyreaper: #PodestaEmails It can't get much sadder. We knew .@hillaryclinton was the real racist. Her camp &amp; the media are as well! #Bl\xe2\x80\xa6""",Brad_Reloaded
"b""RT @SK8TER_G1RL: u BEST believe my lack toast in taller ants is cured after Ben n Jerry's blacklivesmatter post https://t.co/R8IMAyEmdP""",dejahismyname
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',l0ljoycelyn
"b""RT @taziajunay: Man I couldn't imagine losing someone I love to police brutality\xf0\x9f\x98\x9e\xf0\x9f\x92\x94 shit gots to stop!! #BlackLivesMatter #AllLivesMatter\xf0\x9f\x87\xba\xf0\x9f\x87\xb8""",Ksteezy_
"b""RT @DrJillStein: Police brutality has been publicized thanks to modern technology. Now that we see it, let's end it. #BlackLivesMatter http\xe2\x80\xa6""",mito1191
b'RT @joiyalanae: Attention Skyline eagles!! If anyone would like to purchase a #BlackLivesMatter shirt please Dm me or contact Mereyah Wisem\xe2\x80\xa6',jaylabrenaeee
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",tattedboymgc
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',evan_batsford_
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',andreezvs
"b""RT @rikkacummies: this ain't fair #BlackLivesMatter https://t.co/kQ7NxpwxQu""",Bic_Gummies
b'This about sums it up... The #BlackLivesMatter movement is about acknowledging the injustice &amp; the devaluing of peo\xe2\x80\xa6 https://t.co/mvFr2JzCvb',mgsdesignz
"b""Man I couldn't imagine losing someone I love to police brutality\xf0\x9f\x98\x9e\xf0\x9f\x92\x94 shit gots to stop!! #BlackLivesMatter #AllLivesMatter\xf0\x9f\x87\xba\xf0\x9f\x87\xb8""",taziajunay
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',rachael_firefly
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",asthmatichoe
"b""RT @rikkacummies: this ain't fair #BlackLivesMatter https://t.co/kQ7NxpwxQu""",FlatAnimeTiddie
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',MakingmyDreams
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',writechuz
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',NotThe_Ordinary
b'RT @reason2sense: #Blacklivesmatter   but to who   #HillaryClinton #Podesta #imWithHer https://t.co/WMBOO0i7l5',realJimKime
"b""RT @DrJillStein: Police brutality has been publicized thanks to modern technology. Now that we see it, let's end it. #BlackLivesMatter http\xe2\x80\xa6""",parekh_time
b'RT @AchaFlocka: And S/O to @benandjerrys for speaking out against the racial injustices in America. \n\n#BlackLivesMatter',candycane_swag
"b""this ain't fair #BlackLivesMatter https://t.co/kQ7NxpwxQu""",rikkacummies
"b""RT @fifthwavefem: I agree, @aurabogado. Hurricanes should definitely be renamed 'HurriKKKanes' #BlackLivesMatter https://t.co/poLHeiUXfn""",cactusflower81
b'RT @andieiamwhoiam: According to #PodestaEmails Soros has paid over 100 million to #BlackLivesMatter. https://t.co/n3kfnTdF7O',WesternPAJon
"b'RT @SheLovesBigMane: saying ""AllLivesMatter"" is like the Fire Department spraying water on every house on the block when only one is on fir\xe2\x80\xa6'",SheLovesBigMane
